Invoice_ID,Date,Customer_ID,Product_ID,Quantity,Unit_Price,Cost_Price,Payment_Mode,Employee_ID,Total_Amount
INV10322,04-05-2025,C1058,P1906,2,2426.92,1979.02,Card,E184,4853.84
INV10323,28-03-2025,C1653,P1265,2,4635.51,3968.78,Cash,E175,9271.02
INV10324,16-10-2024,C1723,P1152,9,3003.71,2694.61,Card,E181,27033.39
INV10325,07-10-2024,C1583,P1156,8,883.52,732.14,Card,E131,7068.16
INV10326,22-07-2025,C1055,P1342,8,1532.21,1272.85,Card,E118,12257.68
INV10327,26-04-2025,C1515,P1594,7,4535.97,3928.53,Cash,E137,31751.79
INV10328,28-05-2025,C1579,P1488,3,799.8,656.68,UPI,E155,2399.4
INV10329,11-06-2025,C1713,P1263,4,4642.59,3499.01,Card,E165,18570.36
INV10330,18-12-2024,C1498,P1138,10,2086.4,1641.29,UPI,E108,20864
INV10331,05-10-2024,C1922,P1317,9,1542.01,1316.42,UPI,E146,13878.09
INV10332,16-11-2024,C1189,P1811,4,3043.52,2332.96,Cash,E107,12174.08
INV10333,03-06-2025,C1019,P1039,4,3839.69,3058.47,Cash,E144,15358.76
INV10334,18-11-2024,C1726,P1876,9,1988.74,1443.01,UPI,E167,17898.66
INV10335,04-04-2025,C1420,P1991,7,1393.46,1159.9,Cash,E171,9754.22
INV10336,20-05-2025,C1803,P1062,1,3811.63,3281.42,Cash,E130,3811.63
INV10337,14-12-2024,C1966,P1561,9,904.54,719.91,Cash,E165,8140.86
INV10338,09-07-2025,C1671,P1664,9,3506.5,2502.65,Cash,E119,31558.5
INV10339,20-10-2024,C1817,P1966,3,1188.36,1057.92,UPI,E103,3565.08
INV10340,01-08-2024,C1272,P1691,6,1839.08,1306.43,Card,E129,11034.48
INV10341,11-04-2025,C1748,P1208,2,3996.58,3003.88,Card,E117,7993.16
INV10342,03-07-2025,C1899,P1783,6,2509.23,1962.46,UPI,E152,15055.38
INV10343,09-06-2025,C1890,P1874,9,138.77,116.97,Cash,E105,1248.93
INV10344,26-10-2024,C1874,P1525,8,4046.69,2976.1,Cash,E186,32373.52
INV10345,10-03-2025,C1748,P1817,6,1608.62,1407.67,Card,E181,9651.72
INV10346,06-11-2024,C1951,P1014,7,2282.89,1625.07,Card,E138,15980.23
INV10347,17-11-2024,C1812,P1827,8,3598.46,2542.76,Card,E149,28787.68
INV10348,30-09-2024,C1688,P1435,10,1702.62,1357.29,UPI,E115,17026.2
INV10349,28-05-2025,C1666,P1298,2,1351.39,1012.58,Card,E101,2702.78
INV10350,06-04-2025,C1075,P1514,2,4775.51,4065.92,UPI,E126,9551.02
INV10351,19-04-2025,C1009,P1129,8,1062.87,925.01,Cash,E131,8502.96
INV10352,04-09-2024,C1967,P1433,6,4828.17,3751.15,Cash,E127,28969.02
INV10353,29-06-2025,C1930,P1453,5,901.61,685.55,Card,E137,4508.05
INV10354,27-07-2024,C1476,P1943,9,1922.66,1675.51,UPI,E189,17303.94
INV10355,04-12-2024,C1731,P1916,4,1373.24,1040.55,UPI,E165,5492.96
INV10356,30-04-2025,C1473,P1267,2,258.1,202.84,UPI,E148,516.2
INV10357,21-07-2025,C1031,P1332,5,3628.43,2589.12,UPI,E109,18142.15
INV10358,19-09-2024,C1636,P1173,4,4614.71,3943.41,UPI,E157,18458.84
INV10359,17-04-2025,C1302,P1646,3,4348.51,3750.74,UPI,E153,13045.53
INV10360,26-02-2025,C1621,P1088,7,4959.09,3775.42,Card,E185,34713.63
INV10361,09-05-2025,C1864,P1243,8,3636.35,3161.96,Cash,E193,29090.8
INV10362,20-12-2024,C1252,P1309,1,3736.03,3345.9,Card,E163,3736.03
INV10363,14-06-2025,C1274,P1327,8,4693.78,3977.85,Card,E160,37550.24
INV10364,28-01-2025,C1772,P1333,10,3744.69,2753.23,UPI,E114,37446.9
INV10365,14-01-2025,C1709,P1793,2,1087.68,854.11,Cash,E185,2175.36
INV10366,20-05-2025,C1705,P1330,7,3594.44,2666.25,Cash,E157,25161.08
INV10367,12-06-2025,C1431,P1894,3,3561.19,2708.57,UPI,E107,10683.57
INV10368,14-04-2025,C1699,P1286,7,3269.94,2754.86,Card,E149,22889.58
INV10369,03-07-2025,C1538,P1196,2,966.22,827.65,UPI,E118,1932.44
INV10370,03-09-2024,C1729,P1225,1,4558.3,3388.01,UPI,E120,4558.3
INV10371,17-10-2024,C1794,P1621,9,4853.16,3581.85,UPI,E127,43678.44
INV10372,11-03-2025,C1919,P1136,8,850.1,764.73,UPI,E192,6800.8
INV10373,05-12-2024,C1946,P1363,5,1404.69,1028.15,Card,E139,7023.45
INV10374,14-08-2024,C1137,P1220,8,463.4,416.19,Card,E102,3707.2
INV10375,22-08-2024,C1684,P1923,10,4388.99,3162.96,Card,E186,43889.9
INV10376,23-10-2024,C1446,P1385,6,528.37,422.11,Cash,E191,3170.22
INV10377,26-09-2024,C1786,P1862,4,3218.61,2700.75,UPI,E134,12874.44
INV10378,06-10-2024,C1472,P1801,8,4561.05,3495.53,Card,E173,36488.4
INV10379,04-01-2025,C1703,P1201,7,4003.68,3496.59,Card,E179,28025.76
INV10380,14-09-2024,C1283,P1644,2,1028.05,752.12,Cash,E156,2056.1
INV10381,08-05-2025,C1964,P1672,8,3214.8,2465.97,UPI,E141,25718.4
INV10382,16-12-2024,C1693,P1231,9,3083.3,2691.39,Cash,E136,27749.7
INV10383,24-12-2024,C1521,P1265,4,4635.51,3968.78,Cash,E140,18542.04
INV10384,07-03-2025,C1160,P1223,4,4603.61,3801.86,Card,E132,18414.44
INV10385,05-12-2024,C1863,P1963,7,122.97,109.81,Card,E103,860.79
INV10386,09-07-2025,C1230,P1786,2,3209.1,2415.58,Cash,E117,6418.2
INV10387,22-08-2024,C1169,P1135,10,504.59,386.4,UPI,E159,5045.9
INV10388,05-08-2024,C1388,P1418,5,4443.11,3963.91,UPI,E128,22215.55
INV10389,18-06-2025,C1400,P1269,1,144.97,127.4,Card,E134,144.97
INV10390,19-02-2025,C1153,P1452,7,3885.3,3003.93,Card,E115,27197.1
INV10391,14-01-2025,C1756,P1623,5,687.2,570.29,UPI,E185,3436
INV10392,29-05-2025,C1428,P1898,1,3728.26,3159.01,UPI,E170,3728.26
INV10393,17-06-2025,C1763,P1759,3,4771.49,4020.38,Cash,E187,14314.47
INV10394,08-06-2025,C1917,P1262,3,4815.68,3889.27,UPI,E198,14447.04
INV10395,01-03-2025,C1499,P1775,2,3219.42,2341.2,Cash,E155,6438.84
INV10396,06-12-2024,C1367,P1397,6,4399.07,3467.34,Card,E182,26394.42
INV10397,10-11-2024,C1036,P1598,8,4376.91,3509.01,Cash,E139,35015.28
INV10398,20-04-2025,C1352,P1282,9,3329.88,2556.83,UPI,E136,29968.92
INV10399,13-12-2024,C1217,P1633,5,539.82,406.83,Cash,E133,2699.1
INV10400,06-05-2025,C1941,P1755,9,2238.93,2009.2,Card,E136,20150.37
INV10401,21-05-2025,C1568,P1714,1,1181.35,1022.25,Cash,E111,1181.35
INV10402,26-11-2024,C1994,P1455,7,504.06,396.11,Card,E116,3528.42
INV10403,16-07-2025,C1347,P1726,3,3583.87,3221.01,Card,E160,10751.61
INV10404,14-12-2024,C1027,P1398,5,3064.14,2609.91,Cash,E196,15320.7
INV10405,29-06-2025,C1556,P1873,10,1378.73,1191.41,UPI,E181,13787.3
INV10406,19-07-2025,C1023,P1174,9,1242.28,1034.12,Card,E153,11180.52
INV10407,26-07-2024,C1835,P1641,1,3476.98,3091.94,UPI,E198,3476.98
INV10408,19-07-2025,C1521,P1498,2,2892.9,2109.87,Cash,E149,5785.8
INV10409,18-06-2025,C1894,P1391,10,1696.25,1471.31,Cash,E173,16962.5
INV10410,04-09-2024,C1810,P1075,2,690.01,524.14,Card,E149,1380.02
INV10411,19-12-2024,C1887,P1441,6,4462.58,3947.82,UPI,E127,26775.48
INV10412,16-11-2024,C1033,P1550,8,3901.78,3042.85,UPI,E152,31214.24
INV10413,05-11-2024,C1326,P1517,1,141.05,104.35,Cash,E124,141.05
INV10414,13-08-2024,C1483,P1323,5,1892.36,1414.15,Card,E160,9461.8
INV10415,07-04-2025,C1646,P1461,2,3563.38,2699.87,Card,E165,7126.76
INV10416,14-06-2025,C1463,P1858,9,1646.79,1427.09,Card,E170,14821.11
INV10417,13-05-2025,C1802,P1554,1,418.14,371.5,Card,E111,418.14
INV10418,05-02-2025,C1157,P1291,4,3039.84,2361.96,Cash,E144,12159.36
INV10419,24-01-2025,C1467,P1513,2,2266.81,1989.29,UPI,E146,4533.62
INV10420,06-11-2024,C1620,P1530,2,931.91,824.37,Cash,E142,1863.82
INV10421,11-08-2024,C1616,P1619,3,4869.2,3738.38,Cash,E140,14607.6
INV10422,28-01-2025,C1338,P1359,2,270.89,219.2,Cash,E198,541.78
INV10423,22-11-2024,C1764,P1813,9,510.56,385,UPI,E137,4595.04
INV10424,10-06-2025,C1975,P1802,8,2325.48,1802.83,UPI,E108,18603.84
INV10425,21-04-2025,C1472,P1825,8,1622.86,1263.9,Card,E164,12982.88
INV10426,04-01-2025,C1372,P1160,9,2973.85,2622.08,Card,E166,26764.65
INV10427,04-05-2025,C1828,P1983,3,2337.74,1900.86,Cash,E122,7013.22
INV10428,14-01-2025,C1179,P1353,3,899.01,756.17,UPI,E139,2697.03
INV10429,04-03-2025,C1654,P1871,4,1669.56,1326.87,Cash,E119,6678.24
INV10430,30-06-2025,C1710,P1903,8,839.75,753.92,Cash,E131,6718
INV10431,25-02-2025,C1086,P1599,9,3954.66,3368.31,UPI,E162,35591.94
INV10432,13-06-2025,C1398,P1785,10,3563.48,2977.46,UPI,E150,35634.8
INV10433,06-02-2025,C1765,P1982,9,4793.93,4184.13,UPI,E154,43145.37
INV10434,15-10-2024,C1516,P1643,7,306.57,275.31,Card,E187,2145.99
INV10435,26-09-2024,C1286,P1706,3,3751.28,3053.42,UPI,E161,11253.84
INV10436,05-02-2025,C1678,P1972,7,2269.1,1591.39,Cash,E125,15883.7
INV10437,07-08-2024,C1976,P1566,10,3093.98,2494.25,Cash,E135,30939.8
INV10438,24-12-2024,C1450,P1613,3,645.86,477.94,Card,E127,1937.58
INV10439,29-10-2024,C1452,P1713,1,2439.28,2115.47,Card,E180,2439.28
INV10440,04-10-2024,C1725,P1646,3,4348.51,3750.74,Card,E128,13045.53
INV10441,21-11-2024,C1606,P1602,10,1984.43,1780.19,Card,E199,19844.3
INV10442,08-10-2024,C1958,P1283,3,3356.26,2931.85,UPI,E142,10068.78
INV10443,05-05-2025,C1650,P1481,2,1524.84,1346.9,UPI,E192,3049.68
INV10444,03-09-2024,C1843,P1562,7,4342.36,3719.22,UPI,E179,30396.52
INV10445,17-03-2025,C1860,P1187,2,4185.44,3071.28,Cash,E109,8370.88
INV10446,24-09-2024,C1876,P1869,2,1197.46,841.35,Cash,E103,2394.92
INV10447,01-01-2025,C1898,P1579,9,953.31,825.33,Card,E116,8579.79
INV10448,01-01-2025,C1062,P1277,7,989.36,710.95,Card,E126,6925.52
INV10449,26-02-2025,C1698,P1705,6,1417.52,1158.15,Cash,E135,8505.12
INV10450,28-10-2024,C1845,P1848,3,4769.5,3623.11,Card,E187,14308.5
INV10451,14-03-2025,C1082,P1706,2,3751.28,3053.42,Card,E145,7502.56
INV10452,29-04-2025,C1461,P1432,9,4437.74,3727.03,Cash,E142,39939.66
INV10453,10-09-2024,C1010,P1678,1,3776.03,3123.56,Cash,E184,3776.03
INV10454,27-08-2024,C1417,P1487,10,3409.39,2851.46,UPI,E198,34093.9
INV10455,30-10-2024,C1216,P1699,2,3383.83,2464.53,UPI,E125,6767.66
INV10456,23-10-2024,C1924,P1461,8,3563.38,2699.87,UPI,E120,28507.04
INV10457,20-04-2025,C1024,P1018,10,1888.95,1699.55,Card,E141,18889.5
INV10458,07-11-2024,C1674,P1967,3,3399.67,3029.33,Card,E139,10199.01
INV10459,28-02-2025,C1053,P1267,5,258.1,202.84,Cash,E105,1290.5
INV10460,26-06-2025,C1782,P1823,10,4942.55,3475.25,Card,E103,49425.5
INV10461,01-10-2024,C1024,P1177,5,2520.48,2215.6,Cash,E118,12602.4
INV10462,13-01-2025,C1239,P1111,10,752.69,642.23,Card,E132,7526.9
INV10463,05-06-2025,C1511,P1834,2,4091.11,3674.93,Cash,E124,8182.22
INV10464,03-01-2025,C1292,P1820,4,4451.87,3368.17,Cash,E103,17807.48
INV10465,28-07-2024,C1786,P1656,3,1266.21,944.66,Cash,E186,3798.63
INV10466,16-09-2024,C1606,P1093,8,4683.6,4196.45,Cash,E178,37468.8
INV10467,17-11-2024,C1003,P1728,10,3150.31,2440.73,Card,E125,31503.1
INV10468,05-02-2025,C1667,P1827,3,3598.46,2542.76,Card,E181,10795.38
INV10469,13-09-2024,C1835,P1787,2,2222.7,1594.9,Card,E112,4445.4
INV10470,15-09-2024,C1237,P1579,5,953.31,825.33,UPI,E148,4766.55
INV10471,28-12-2024,C1138,P1858,3,1646.79,1427.09,Card,E138,4940.37
INV10472,05-08-2024,C1846,P1600,2,4544.74,3923.68,Card,E168,9089.48
INV10473,19-01-2025,C1535,P1279,4,2188.58,1815.29,Card,E112,8754.32
INV10474,04-02-2025,C1409,P1882,2,2676.91,2086.85,Cash,E181,5353.82
INV10475,12-07-2025,C1987,P1935,8,1292.3,1153.65,UPI,E150,10338.4
INV10476,09-05-2025,C1007,P1469,8,4984.34,3529.95,Card,E137,39874.72
INV10477,30-01-2025,C1377,P1781,4,1084.43,960.48,Card,E123,4337.72
INV10478,18-06-2025,C1892,P1571,4,357.66,276.53,UPI,E170,1430.64
INV10479,06-07-2025,C1755,P1827,4,3598.46,2542.76,Cash,E168,14393.84
INV10480,08-02-2025,C1443,P1654,4,4832.34,4071.9,UPI,E189,19329.36
INV10481,29-04-2025,C1373,P1586,4,3645.86,3183.3,Cash,E162,14583.44
INV10482,08-08-2024,C1251,P1457,6,526.68,410,Cash,E114,3160.08
INV10483,19-12-2024,C1712,P1472,4,2136.17,1836.86,Card,E105,8544.68
INV10484,01-09-2024,C1339,P1584,7,4762.28,3886.54,Card,E194,33335.96
INV10485,15-04-2025,C1452,P1073,10,4690.17,3693.11,UPI,E158,46901.7
INV10486,01-06-2025,C1631,P1816,8,2964.99,2240.33,Card,E183,23719.92
INV10487,02-05-2025,C1040,P1469,5,4984.34,3529.95,Cash,E126,24921.7
INV10488,13-11-2024,C1846,P1340,2,2499.5,2009.53,Card,E166,4999
INV10489,29-12-2024,C1858,P1468,6,4673.16,4073.35,Cash,E125,28038.96
INV10490,17-01-2025,C1854,P1248,4,4636.35,3373.27,Cash,E100,18545.4
INV10491,01-09-2024,C1963,P1443,7,1626.07,1411.29,Cash,E191,11382.49
INV10492,02-04-2025,C1310,P1034,6,2406.74,1733.65,Cash,E139,14440.44
INV10493,13-02-2025,C1028,P1440,4,1191.52,879.7,UPI,E186,4766.08
INV10494,03-01-2025,C1284,P1963,3,122.97,109.81,UPI,E139,368.91
INV10495,02-06-2025,C1717,P1599,1,3954.66,3368.31,Card,E114,3954.66
INV10496,23-06-2025,C1746,P1022,10,811.2,717.43,Card,E119,8112
INV10497,28-12-2024,C1862,P1931,8,3860.24,3273.72,UPI,E162,30881.92
INV10498,01-08-2024,C1912,P1471,4,539.03,466.5,UPI,E114,2156.12
INV10499,21-06-2025,C1359,P1616,2,1940.39,1570.38,Cash,E107,3880.78
INV10500,31-10-2024,C1175,P1732,7,3488.16,2523.46,Cash,E125,24417.12
INV10501,12-03-2025,C1764,P1289,7,2861.71,2407.94,UPI,E148,20031.97
INV10502,15-08-2024,C1360,P1773,1,1526.71,1095.24,UPI,E110,1526.71
INV10503,12-11-2024,C1466,P1791,6,1533.15,1230.82,Card,E173,9198.9
INV10504,30-10-2024,C1719,P1104,6,2843.82,2505.85,Card,E147,17062.92
INV10505,25-11-2024,C1903,P1034,2,2406.74,1733.65,Card,E101,4813.48
INV10506,03-02-2025,C1308,P1721,1,623.48,505.87,UPI,E134,623.48
INV10507,02-08-2024,C1863,P1967,9,3399.67,3029.33,Card,E197,30597.03
INV10508,14-09-2024,C1283,P1191,8,1065.67,894.3,Card,E106,8525.36
INV10509,18-02-2025,C1854,P1440,7,1191.52,879.7,UPI,E190,8340.64
INV10510,12-08-2024,C1466,P1602,9,1984.43,1780.19,UPI,E174,17859.87
INV10511,14-10-2024,C1225,P1108,9,4780.76,3932.57,Cash,E121,43026.84
INV10512,21-11-2024,C1410,P1808,4,4027.76,3349.68,Card,E132,16111.04
INV10513,05-05-2025,C1206,P1976,2,4496.96,3206.07,UPI,E194,8993.92
INV10514,28-08-2024,C1171,P1748,7,2233,1812.56,UPI,E153,15631
INV10515,23-09-2024,C1258,P1451,3,3838.68,2729.7,Cash,E177,11516.04
INV10516,16-11-2024,C1264,P1736,5,3472.84,2431.43,UPI,E130,17364.2
INV10517,06-05-2025,C1895,P1444,8,2595.39,1935.1,Card,E123,20763.12
INV10518,29-12-2024,C1017,P1844,5,435.94,372.95,UPI,E118,2179.7
INV10519,08-02-2025,C1141,P1948,7,2857.2,2008.95,Cash,E118,20000.4
INV10520,21-05-2025,C1478,P1187,8,4185.44,3071.28,UPI,E164,33483.52
INV10521,15-09-2024,C1981,P1111,1,752.69,642.23,Card,E192,752.69
INV10522,21-08-2024,C1108,P1233,5,1308.58,1053.95,Card,E188,6542.9
INV10523,10-02-2025,C1474,P1119,9,1863.96,1469.96,Card,E113,16775.64
INV10524,30-01-2025,C1831,P1829,1,1338.35,942.67,Card,E152,1338.35
INV10525,10-07-2025,C1615,P1490,5,3747.87,2773.22,Card,E107,18739.35
INV10526,09-02-2025,C1333,P1496,1,3731.49,2684.53,Cash,E164,3731.49
INV10527,15-08-2024,C1556,P1169,4,1952.44,1385.75,Card,E107,7809.76
INV10528,03-01-2025,C1759,P1773,3,1526.71,1095.24,Card,E112,4580.13
INV10529,10-12-2024,C1761,P1304,9,3511.74,2822.61,Cash,E152,31605.66
INV10530,15-07-2025,C1081,P1180,8,2324.26,1675.32,UPI,E167,18594.08
INV10531,23-03-2025,C1064,P1977,6,4192.95,3635.53,UPI,E154,25157.7
INV10532,08-06-2025,C1848,P1010,8,1879.4,1610.29,Card,E119,15035.2
INV10533,18-09-2024,C1626,P1394,5,4336.19,3305.05,Card,E141,21680.95
INV10534,21-05-2025,C1997,P1607,2,1246.14,954.36,UPI,E171,2492.28
INV10535,16-01-2025,C1138,P1773,2,1526.71,1095.24,Cash,E102,3053.42
INV10536,26-12-2024,C1623,P1438,6,3518.88,2812.4,Card,E176,21113.28
INV10537,16-03-2025,C1527,P1074,3,2258.96,1817.84,UPI,E118,6776.88
INV10538,26-11-2024,C1135,P1909,1,4682.07,3430.8,Cash,E154,4682.07
INV10539,12-04-2025,C1364,P1604,5,4519.11,3954.57,UPI,E181,22595.55
INV10540,08-11-2024,C1257,P1761,6,2607.03,1884.12,Card,E192,15642.18
INV10541,31-01-2025,C1954,P1711,7,3493.57,2634.6,Card,E139,24454.99
INV10542,22-02-2025,C1487,P1606,6,4215.04,3519.58,Card,E156,25290.24
INV10543,21-08-2024,C1906,P1779,7,3262.63,2554.2,Cash,E179,22838.41
INV10544,12-02-2025,C1818,P1681,8,574.66,424.07,Card,E116,4597.28
INV10545,12-09-2024,C1652,P1279,5,2188.58,1815.29,Card,E188,10942.9
INV10546,28-07-2024,C1983,P1575,8,2486.88,1879.74,UPI,E173,19895.04
INV10547,24-03-2025,C1049,P1538,9,4448.5,3863.94,Card,E137,40036.5
INV10548,25-08-2024,C1352,P1310,3,1955.81,1754.92,Card,E163,5867.43
INV10549,30-06-2025,C1148,P1161,8,1118.57,875.03,Cash,E182,8948.56
INV10550,09-10-2024,C1897,P1411,6,3173.79,2446.96,Cash,E129,19042.74
INV10551,15-03-2025,C1699,P1708,10,2990.54,2219.02,UPI,E170,29905.4
INV10552,10-03-2025,C1373,P1325,7,4867.92,4146.72,UPI,E121,34075.44
INV10553,21-06-2025,C1419,P1222,5,2286.43,1953.02,Cash,E138,11432.15
INV10554,18-04-2025,C1631,P1563,8,3730.66,2927.11,Card,E101,29845.28
INV10555,10-12-2024,C1082,P1712,8,2843.8,2504.2,UPI,E133,22750.4
INV10556,24-01-2025,C1402,P1186,1,309.03,255.75,Card,E158,309.03
INV10557,07-02-2025,C1259,P1808,9,4027.76,3349.68,Cash,E162,36249.84
INV10558,17-09-2024,C1329,P1706,4,3751.28,3053.42,UPI,E118,15005.12
INV10559,16-05-2025,C1390,P1238,2,4531.56,3472.24,Card,E115,9063.12
INV10560,19-06-2025,C1147,P1471,9,539.03,466.5,Card,E160,4851.27
INV10561,27-09-2024,C1886,P1663,3,2135.68,1705.2,Card,E167,6407.04
INV10562,09-07-2025,C1862,P1144,1,3342.62,2768.26,Cash,E119,3342.62
INV10563,20-04-2025,C1721,P1346,6,2510.27,1921.69,UPI,E151,15061.62
INV10564,11-09-2024,C1758,P1216,8,594.52,483.58,Card,E133,4756.16
INV10565,02-01-2025,C1037,P1406,2,183.84,156.88,Cash,E155,367.68
INV10566,13-05-2025,C1027,P1540,6,1882.47,1685.28,Card,E173,11294.82
INV10567,08-08-2024,C1831,P1354,4,4620.45,3674.78,Card,E137,18481.8
INV10568,19-08-2024,C1846,P1407,6,1581.89,1256.23,Card,E155,9491.34
INV10569,07-12-2024,C1912,P1959,5,2609.11,2268.29,Cash,E141,13045.55
INV10570,26-03-2025,C1691,P1268,1,4503.56,3760.44,Card,E147,4503.56
INV10571,05-05-2025,C1208,P1066,10,2046.5,1732.41,Cash,E192,20465
INV10572,18-04-2025,C1617,P1776,5,271.52,242.68,Cash,E193,1357.6
INV10573,28-05-2025,C1264,P1769,2,2440.25,1908.94,Card,E142,4880.5
INV10574,20-11-2024,C1921,P1002,5,958.22,861.14,UPI,E158,4791.1
INV10575,13-04-2025,C1286,P1027,3,749.63,536.44,Card,E147,2248.89
INV10576,27-10-2024,C1059,P1813,7,510.56,385,Card,E113,3573.92
INV10577,28-04-2025,C1941,P1395,1,537.95,385.37,Card,E140,537.95
INV10578,08-12-2024,C1644,P1989,3,455.14,367.16,Card,E130,1365.42
INV10579,12-12-2024,C1153,P1319,8,233.31,180.79,Cash,E126,1866.48
INV10580,19-07-2025,C1926,P1163,6,1139.66,976.13,Cash,E136,6837.96
INV10581,19-11-2024,C1663,P1766,4,1173.38,1012.99,UPI,E198,4693.52
INV10582,26-12-2024,C1970,P1720,10,4408.4,3685.09,Card,E107,44084
INV10583,23-12-2024,C1812,P1001,8,3040.45,2253.82,Card,E135,24323.6
INV10584,22-01-2025,C1481,P1206,7,185.39,132.55,Card,E146,1297.73
INV10585,08-01-2025,C1069,P1294,6,4177.19,3148.51,Cash,E128,25063.14
INV10586,12-12-2024,C1332,P1832,7,514,421.38,UPI,E113,3598
INV10587,25-11-2024,C1732,P1778,8,745.72,555.92,Card,E188,5965.76
INV10588,30-06-2025,C1145,P1176,2,2163.84,1702.85,Card,E125,4327.68
INV10589,21-03-2025,C1508,P1933,8,2206.22,1572.93,Card,E162,17649.76
INV10590,20-04-2025,C1476,P1782,2,581.95,519.61,Card,E169,1163.9
INV10591,29-12-2024,C1611,P1934,9,3608.3,2648.34,UPI,E135,32474.7
INV10592,18-09-2024,C1116,P1419,10,4239.48,3161.23,Cash,E190,42394.8
INV10593,28-05-2025,C1913,P1747,2,4501.19,4040.7,UPI,E153,9002.38
INV10594,11-09-2024,C1148,P1255,2,3351.68,2995.73,Card,E148,6703.36
INV10595,20-04-2025,C1941,P1668,9,2326.92,1965.48,Cash,E193,20942.28
INV10596,23-01-2025,C1969,P1608,1,1669.23,1458.38,UPI,E118,1669.23
INV10597,27-10-2024,C1695,P1829,2,1338.35,942.67,Cash,E179,2676.7
INV10598,26-03-2025,C1083,P1246,6,4127.88,3178.56,Cash,E182,24767.28
INV10599,05-07-2025,C1693,P1520,9,901.25,648.85,UPI,E174,8111.25
INV10600,17-04-2025,C1383,P1900,7,2454.07,1955.39,Cash,E153,17178.49
INV10601,28-10-2024,C1423,P1005,8,2740.28,2306.24,Card,E182,21922.24
INV10602,03-01-2025,C1761,P1389,7,3640.69,3203.27,Card,E199,25484.83
INV10603,03-03-2025,C1407,P1104,9,2843.82,2505.85,UPI,E179,25594.38
INV10604,21-01-2025,C1136,P1908,10,2874.89,2174.45,Card,E158,28748.9
INV10605,14-03-2025,C1396,P1902,6,4454.51,3320.05,Card,E113,26727.06
INV10606,09-08-2024,C1641,P1183,5,4129.49,3248.41,UPI,E118,20647.45
INV10607,13-11-2024,C1044,P1749,3,760.01,573.68,UPI,E112,2280.03
INV10608,12-02-2025,C1674,P1393,1,4349.53,3815.99,Card,E104,4349.53
INV10609,30-05-2025,C1346,P1588,3,1684.08,1481.17,Card,E105,5052.24
INV10610,29-01-2025,C1449,P1400,1,4438.78,3627.52,Card,E179,4438.78
INV10611,02-12-2024,C1562,P1123,7,1866.57,1415.04,Cash,E172,13065.99
INV10612,30-01-2025,C1893,P1883,7,353.19,304.68,Cash,E186,2472.33
INV10613,11-09-2024,C1028,P1144,4,3342.62,2768.26,UPI,E117,13370.48
INV10614,11-01-2025,C1497,P1904,7,4209.6,3052.11,Card,E183,29467.2
INV10615,16-09-2024,C1131,P1227,10,826.26,579.87,Cash,E136,8262.6
INV10616,02-07-2025,C1582,P1136,3,850.1,764.73,UPI,E172,2550.3
INV10617,30-03-2025,C1144,P1590,3,4547.6,3919.8,UPI,E197,13642.8
INV10618,18-04-2025,C1242,P1173,4,4614.71,3943.41,Cash,E192,18458.84
INV10619,22-01-2025,C1852,P1399,8,1274.61,1109.62,UPI,E127,10196.88
INV10620,15-06-2025,C1993,P1617,6,2756.73,1989.13,Card,E158,16540.38
INV10621,18-09-2024,C1648,P1498,9,2892.9,2109.87,Cash,E154,26036.1
INV10622,27-06-2025,C1430,P1382,7,3357.36,2974.91,Card,E130,23501.52
INV10623,20-10-2024,C1633,P1688,9,429.54,313.48,Card,E103,3865.86
INV10624,28-11-2024,C1111,P1164,4,3338.18,2647.98,Card,E165,13352.72
INV10625,20-05-2025,C1263,P1335,9,3468.41,2613.05,Card,E116,31215.69
INV10626,18-08-2024,C1581,P1341,9,646.43,559.95,Card,E197,5817.87
INV10627,13-04-2025,C1257,P1708,2,2990.54,2219.02,UPI,E115,5981.08
INV10628,21-02-2025,C1358,P1841,8,3222.56,2324.74,Card,E151,25780.48
INV10629,25-02-2025,C1431,P1243,9,3636.35,3161.96,Card,E186,32727.15
INV10630,07-03-2025,C1511,P1360,9,1730.29,1466.69,Cash,E148,15572.61
INV10631,10-12-2024,C1862,P1337,8,817.29,611.67,Card,E106,6538.32
INV10632,26-09-2024,C1781,P1392,2,2325.9,1945.28,Cash,E129,4651.8
INV10633,25-05-2025,C1358,P1663,3,2135.68,1705.2,UPI,E109,6407.04
INV10634,01-01-2025,C1486,P1223,4,4603.61,3801.86,Cash,E115,18414.44
INV10635,21-03-2025,C1470,P1913,2,2609.84,1941.59,Cash,E194,5219.68
INV10636,28-12-2024,C1643,P1232,8,3583.63,3040.72,UPI,E135,28669.04
INV10637,17-11-2024,C1373,P1876,4,1988.74,1443.01,Cash,E123,7954.96
INV10638,03-11-2024,C1299,P1986,8,2769.06,2130.1,UPI,E183,22152.48
INV10639,15-10-2024,C1567,P1464,10,4281.02,3639.54,Card,E158,42810.2
INV10640,18-03-2025,C1841,P1342,1,1532.21,1272.85,Card,E131,1532.21
INV10641,25-07-2024,C1481,P1581,4,2347.82,1823.25,Cash,E119,9391.28
INV10642,19-06-2025,C1185,P1806,2,3622.02,3059.33,Card,E139,7244.04
INV10643,02-04-2025,C1968,P1963,7,122.97,109.81,UPI,E121,860.79
INV10644,24-01-2025,C1816,P1619,10,4869.2,3738.38,Card,E199,48692
